vOTU_ID	size	Novel_species	VC	VClustering	Novel_genus	dominant	source	checkv_quality	viral_lifecycle	Related_to_PP	With_ARG	viral_taxonomy_lineage	host_taxonomy_lineage	geNomad	checkV (at least medium)	VIBRANT	Viral_verify	lineage_vcontact
vOTU_4091	31696	No	358	358	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900557255	1	0	0	1	NA
vOTU_4092	51651	No	619	619	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Beta-crassviridae	d__Bacteria;p__Firmicutes	1	1	0	0	NA
vOTU_4093	24511	No	482	482	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CAG-306;s__CAG-306 sp000980375	1	1	1	1	NA
vOTU_4094	12373	No	353	353	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	1	0	0	1	NA
vOTU_4095	11215	No	93;192;771	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Tidjanibacter;s__Tidjanibacter inops_A	1	0	0	1	NA
vOTU_4096	37759	No	725	725	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA1750;g__UBA7102;s__UBA7102 sp900760085	1	1	1	1	NA
vOTU_4097	43713	No	22	22	No	No	UHGV	High-quality	temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp003516765	1	1	1	1	NA
vOTU_4098	12017	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003514385	1	0	0	0	NA
vOTU_4099	21024	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_B;c__Dehalobacteriia;o__UBA4068;f__UBA4068;g__HGM13862;s__HGM13862 sp900760825	1	0	1	1	NA
vOTU_4100	31957	No	112	112	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E sp003512525	1	1	1	1	NA
vOTU_4101	10004	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	1	0	0	1	NA
vOTU_4102	14939	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-452;s__CAG-452 sp000434035	1	0	0	1	NA
vOTU_4103	39838	No	19	19	No	No	UHGV	Medium-quality	ND	Yes	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp900545925	1	1	1	1	r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes
vOTU_4104	24270	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster clostridioformis	1	0	0	1	NA
vOTU_4105	10600	No	964	964	No	No	UHGV	Not-determined	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	1	0	0	0	NA
vOTU_4106	14456	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	1	0	0	0	NA
vOTU_4107	10192	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__Firm-11;s__Firm-11 sp900540045	1	0	0	0	NA
vOTU_4108	51154	No	311	311	No	No	UHGV	High-quality	non-temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag1;s__Zag1 sp001765415	1	1	1	1	r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes
vOTU_4109	19371	No	282	282	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	1	0	0	0	NA
vOTU_4110	16298	No	493	493	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Egerieenecus;s__Egerieenecus merdigallinarum	1	0	0	1	NA
vOTU_4111	12581	No	224	224	No	No	UHGV	High-quality	temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	1	1	0	1	NA
vOTU_4112	14509	No	210;630	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia	1	0	0	0	NA
vOTU_4113	42064	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	High-quality	temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	1	1	1	1	NA
vOTU_4114	11581	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans	1	0	0	0	NA
vOTU_4115	11896	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__	1	0	0	0	NA
vOTU_4116	11110	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila_A	1	0	0	1	NA
vOTU_4117	11280	No	310	310	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900557255	1	0	0	0	NA
vOTU_4118	15041	No	425	425	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila_B	1	0	0	0	NA
vOTU_4119	19111	No	629	629	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D	1	0	0	0	NA
vOTU_4120	12237	No	586	586	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp001916835	1	0	0	0	NA
vOTU_4121	10982	No	100	100	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__QAKW01;g__;s__	1	0	0	0	NA
vOTU_4122	42742	No	18	18	No	No	UHGV	High-quality	temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp900549635	1	1	0	1	NA
vOTU_4123	10465	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	1	0	0	0	NA
vOTU_4124	10897	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245	1	0	0	0	NA
vOTU_4125	22130	No	340	340	No	No	UHGV	Medium-quality	ND	Yes	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B faecium	1	1	0	1	r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes
vOTU_4126	12045	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	1	0	0	0	NA
vOTU_4127	43384	No	651	651	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Kingella_B;s__Kingella_B oralis	1	1	0	0	NA
vOTU_4128	12501	No	471	471	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000433635	1	0	0	1	NA
vOTU_4129	64384	No	104;751	OUT/SINGLE/OVER	No	No	UHGV	High-quality	non-temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	1	1	1	0	NA
vOTU_4130	11465	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella melaninogenica_A	1	0	0	1	NA
vOTU_4131	67582	No	179	179	No	No	UHGV	High-quality	temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis	1	1	1	0	NA
vOTU_4132	16430	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7160;s__	1	0	0	1	NA
vOTU_4133	10902	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Anaeromassilibacillus;s__Anaeromassilibacillus sp002159845	1	0	0	0	NA
vOTU_4134	54822	No	320	320	No	No	UHGV	High-quality	temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900551275	1	1	0	0	NA
vOTU_4135	28644	No	306	306	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A longicatena	1	1	1	1	NA
vOTU_4136	46321	No	118	118	No	No	UHGV	High-quality	temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900556625	1	1	0	1	NA
vOTU_4137	17462	No	9;142	OUT/SINGLE/OVER	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Salasmaviridae	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp900556535	1	1	1	1	r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes
vOTU_4138	34720	No	737	737	No	No	UHGV	High-quality	temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp900555245	1	1	1	1	NA
vOTU_4139	10797	No	355	355	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	1	0	0	0	NA
vOTU_4140	10155	No	968	968	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-314;g__CAG-314;s__CAG-314 sp000437915	1	0	0	0	NA
vOTU_4141	34153	No	58;61;333	OUT/SINGLE/OVER	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii	1	1	1	1	NA
vOTU_4142	10725	No	424	424	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000980705	1	0	0	0	NA
vOTU_4143	15586	No	731	731	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UBA2813;s__UBA2813 sp902766395	1	1	0	0	NA
vOTU_4144	12977	No	166	166	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum	1	0	0	1	NA
vOTU_4145	10672	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	1	0	0	1	NA
vOTU_4146	20106	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella glycyrrhizinilytica	1	0	1	1	NA
vOTU_4147	13408	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900552405	1	0	0	1	NA
vOTU_4148	13663	No	386	386	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900755095	1	0	0	0	NA
vOTU_4149	10317	No	420	420	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D	1	0	0	1	NA
vOTU_4150	16223	No	510	510	No	No	UHGV	High-quality	non-temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp000765235	1	1	0	1	NA
vOTU_4151	17676	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii	1	1	0	0	NA
vOTU_4152	28233	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii	1	0	0	0	NA
vOTU_4153	25441	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__UBA1829;g__UBA1829;s__UBA1829 sp900760615	1	0	1	1	NA
vOTU_4154	63953	No	605	605	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__UBA1829;g__UBA1829;s__UBA1829 sp900548385	1	0	1	1	NA
vOTU_4155	42285	No	80	80	No	No	UHGV	High-quality	temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp000431375	1	1	0	1	NA
vOTU_4156	11086	No	588	588	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Zeta-crassviridae	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__Paraprevotella clara	1	0	0	0	NA
vOTU_4157	10529	No	971	971	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens_A	1	0	0	0	NA
vOTU_4158	30974	No	302	302	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	1	1	0	0	NA
vOTU_4159	40290	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	High-quality	temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag1;s__Zag1 sp001765415	1	1	1	1	NA
vOTU_4160	10937	No	664	664	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A	1	0	0	0	NA
vOTU_4161	14521	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Not-determined	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus sp900752785	1	0	0	0	NA
vOTU_4162	33966	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__Firm-11;s__Firm-11 sp900540045	1	1	0	1	NA
vOTU_4163	45805	No	601	601	No	No	UHGV	Medium-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Dysgonomonas;s__Dysgonomonas capnocytophagoides	1	1	1	1	NA
vOTU_4164	11797	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Beta-crassviridae	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__UBA11524;s__UBA11524 sp000437595	1	0	0	0	NA
vOTU_4165	15056	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1	0	0	0	NA
vOTU_4166	63445	No	128;286	OUT/SINGLE/OVER	No	No	UHGV	High-quality	temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	1	1	1	1	NA
vOTU_4167	10534	No	655	655	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp900066825	1	0	0	1	NA
vOTU_4168	16774	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas virosa	1	0	0	1	NA
vOTU_4169	15347	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	UHGV	Low-quality	ND	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	1	0	0	0	NA
vOTU_4170	14229	No	2	2	No	No	UHGV	Low-quality	ND	Yes	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Skunavirus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus	1	0	0	1	NA
vOTU_4171	40305	No	73	73	No	No	UHGV	Complete	temperate	No	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans	1	1	1	1	NA
vOTU_4172	12619	No	520	520	No	No	UHGV	Low-quality	ND	Yes	No	root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Moineauvirus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp003521145	1	0	0	1	NA
