Genome_vCon	VC	VC Status	Size	VC Subcluster	VC Subcluster Size	Quality	Adj P-value	Topology Confidence Score
vOTU_4627	532_0	Clustered	10	VC_532_0	10	0.7588	1	0.7588
vOTU_4628	222_0	Clustered	5	VC_222_0	5	0.3076	0.99999988	0.3076
vOTU_4630	53_0	Clustered	14	VC_53_0	14	0.4984	1	0.4984
vOTU_4631	281_0	Clustered	2	VC_281_0	2	0.2864	0.88544906	0.2536
vOTU_4632	130_0	Clustered/Singleton	1	VC_130_0	1	0	1	0
vOTU_4633	374_0	Clustered	4	VC_374_0	4	0.7061	0.99958238	0.7058
vOTU_4634	14_0	Clustered	63	VC_14_0	63	0.5575	1	0.5575
vOTU_4635	46_0	Clustered	31	VC_46_0	31	0.63	1	0.63
vOTU_4636	755_0	Clustered	3	VC_755_0	3	0.2081	0.5	0.1041
vOTU_4638	624_0	Clustered	2	VC_624_0	2	0.0665	0.73859167	0.0491
vOTU_4639	307_0	Clustered	3	VC_307_0	3	0.2018	0.99418461	0.2006
vOTU_4643	235_0	Clustered	13	VC_235_0	13	0.6142	1	0.6142
vOTU_4646	339_0	Clustered	12	VC_339_0	12	0.6429	1	0.6429
vOTU_4647	576_0	Clustered	3	VC_576_0	3	0.248	0.93823287	0.2327
vOTU_4652	464_0	Clustered	2	VC_464_0	2	0.0932	0.94461739	0.088
vOTU_4654	783_0	Clustered	6	VC_783_0	6	1	1	1
vOTU_4656	374_0	Clustered	4	VC_374_0	4	0.7061	0.99958238	0.7058
vOTU_4657	538_0	Clustered	3	VC_538_0	3	0.3073	0.98734811	0.3034
vOTU_4658	31_0	Clustered	19	VC_31_0	19	0.4138	1	0.4138
vOTU_4660	91_0	Clustered	2	VC_91_0	2	0.0711	0.95635873	0.068
vOTU_4661	304_0	Clustered	10	VC_304_0	10	0.28	0.99662714	0.2791
vOTU_4663	80_3	Clustered	9	VC_80_3	9	0.2699	1	0.2699
vOTU_4664	186_0	Clustered	20	VC_186_0	20	0.8084	1	0.8084
vOTU_4665	698_0	Clustered	2	VC_698_0	2	0.0905	0.63577291	0.0575
vOTU_4666	240_0	Clustered	18	VC_240_0	18	0.4959	1	0.4959
vOTU_4667	971_0	Clustered	2	VC_971_0	2	1	1	1
vOTU_4668	19_0	Clustered	43	VC_19_0	43	0.601	1	0.601
vOTU_4669	188_7	Clustered/Singleton	1	VC_188_7	1	0	1	0
vOTU_4671	510_0	Clustered	14	VC_510_0	14	0.8403	1	0.8403
vOTU_4673	148_0	Clustered	10	VC_148_0	10	0.4036	1	0.4036
vOTU_4674	461_0	Clustered	11	VC_461_0	11	0.7231	1	0.7231
vOTU_4675	645_0	Clustered	4	VC_645_0	4	0.6824	0.99901298	0.6817
vOTU_4677	32_0	Clustered	27	VC_32_0	27	0.5834	1	0.5834
vOTU_4679	170_0	Clustered	18	VC_170_0	18	0.6149	1	0.6149
vOTU_4680	676_0	Clustered	2	VC_676_0	2	0.0929	0.56281647	0.0523
vOTU_4682	470_0	Clustered	2	VC_470_0	2	0.3235	0.94991373	0.3073
vOTU_4683	658_0	Clustered	2	VC_658_0	2	0.201	0.88544906	0.1779
vOTU_4684	14_0	Clustered	63	VC_14_0	63	0.5575	1	0.5575
vOTU_4685	282_0	Clustered	12	VC_282_0	12	0.6327	1	0.6327
vOTU_4687	394_0	Clustered	5	VC_394_0	5	0.3526	0.99999992	0.3526
vOTU_4690	504_0	Clustered	17	VC_504_0	17	0.974	0.99632899	0.9704
vOTU_4691	118_1	Clustered/Singleton	1	VC_118_1	1	0	1	0
vOTU_4692	93_0	Clustered	9	VC_93_0	9	0.3121	1	0.3121
vOTU_4693	363_0	Clustered	2	VC_363_0	2	0.1488	0.95237014	0.1417
vOTU_4694	299_3	Clustered/Singleton	1	VC_299_3	1	0	1	0
vOTU_4695	697_0	Clustered	2	VC_697_0	2	0.0475	0.5767747	0.0274
vOTU_4696	335_7	Clustered/Singleton	1	VC_335_7	1	0	1	0
vOTU_4698	374_0	Clustered	4	VC_374_0	4	0.7061	0.99958238	0.7058
vOTU_4700	572_0	Clustered	8	VC_572_0	8	0.7823	0.99999856	0.7823
vOTU_4702	504_0	Clustered	17	VC_504_0	17	0.974	0.99632899	0.9704
vOTU_4705	538_0	Clustered	3	VC_538_0	3	0.3073	0.98734811	0.3034
vOTU_4706	678_0	Clustered	2	VC_678_0	2	0.3862	0.89435023	0.3454
vOTU_4709	532_0	Clustered	10	VC_532_0	10	0.7588	1	0.7588
vOTU_4710	224_0	Clustered	3	VC_224_0	3	0.6058	0.99672436	0.6038
vOTU_4712	326_0	Clustered	5	VC_326_0	5	0.1416	0.99961804	0.1416
vOTU_4715	386_0	Clustered	10	VC_386_0	10	0.4493	0.99999994	0.4493
vOTU_4716	436_0	Clustered	5	VC_436_0	5	0.1265	0.99931009	0.1265
vOTU_4717	14_0	Clustered	63	VC_14_0	63	0.5575	1	0.5575
vOTU_4718	8_0	Clustered	65	VC_8_0	65	0.6799	1	0.6799
vOTU_4721	50_0	Clustered	6	VC_50_0	6	0.1715	0.99989351	0.1715
vOTU_4722	102_0	Clustered	9	VC_102_0	9	0.3644	1	0.3644
vOTU_4723	346_0	Clustered	5	VC_346_0	5	0.3799	0.9999999	0.3799
vOTU_4725	973_0	Clustered	2	VC_973_0	2	1	1	1
vOTU_4728	239_0	Clustered	19	VC_239_0	19	0.5399	1	0.5399
vOTU_4730	443_0	Clustered	7	VC_443_0	7	0.2743	0.99791726	0.2737
vOTU_4731	8_0	Clustered	65	VC_8_0	65	0.6799	1	0.6799
vOTU_4732	170_0	Clustered	18	VC_170_0	18	0.6149	1	0.6149
vOTU_4735	525_0	Clustered	8	VC_525_0	8	0.4577	0.99762787	0.4566
vOTU_4736	23_1	Clustered	35	VC_23_1	35	0.4685	1	0.4685
vOTU_4738	245_0	Clustered	25	VC_245_0	25	0.791	1	0.791
vOTU_4739	32_0	Clustered	27	VC_32_0	27	0.5834	1	0.5834
vOTU_4740	554_0	Clustered	4	VC_554_0	4	0.7763	0.99910508	0.7756
vOTU_4741	62_0	Clustered	33	VC_62_0	33	0.5882	1	0.5882
vOTU_4742	709_0	Clustered	4	VC_709_0	4	0.3948	0.98096456	0.3873
vOTU_4744	345_0	Clustered	4	VC_345_0	4	0.0413	0.50679998	0.0209
vOTU_4745	14_0	Clustered	63	VC_14_0	63	0.5575	1	0.5575
vOTU_4748	563_0	Clustered	8	VC_563_0	8	0.6618	0.99999946	0.6618
vOTU_4749	46_0	Clustered	31	VC_46_0	31	0.63	1	0.63
vOTU_4751	443_0	Clustered	7	VC_443_0	7	0.2743	0.99791726	0.2737
vOTU_4752	733_0	Clustered	7	VC_733_0	7	0.8102	0.99997612	0.8102
vOTU_4755	677_0	Clustered	3	VC_677_0	3	0.8653	0.99054823	0.8572
vOTU_4756	2_0	Clustered	127	VC_2_0	127	0.6701	1	0.6701
vOTU_4757	367_1	Clustered	13	VC_367_1	13	0.5374	1	0.5374
vOTU_4759	24_0	Clustered	42	VC_24_0	42	0.6259	1	0.6259
vOTU_4760	62_0	Clustered	33	VC_62_0	33	0.5882	1	0.5882
vOTU_4761	32_0	Clustered	27	VC_32_0	27	0.5834	1	0.5834
vOTU_4762	421_0	Clustered	3	VC_421_0	3	0.5401	0.99777466	0.5389
vOTU_4765	46_0	Clustered	31	VC_46_0	31	0.63	1	0.63
vOTU_4766	492_0	Clustered	2	VC_492_0	2	0.2112	0.94923816	0.2005
vOTU_4768	338_0	Clustered	3	VC_338_0	3	0.1555	0.99829836	0.1552
vOTU_4769	603_0	Clustered	12	VC_603_0	12	0.9969	0.94263928	0.9397
vOTU_4770	42_2	Clustered	2	VC_42_2	2	0.0315	0.95694938	0.0302
vOTU_4771	306_0	Clustered	4	VC_306_0	4	0.0981	0.99452558	0.0976
vOTU_4773	784_0	Clustered	5	VC_784_0	5	0.7412	0.75627335	0.5605
vOTU_4774	716_0	Clustered	8	VC_716_0	8	1	1	1
vOTU_4776	58_0	Clustered	4	VC_58_0	4	0.1917	0.99952143	0.1916
vOTU_4777	653_0	Clustered	7	VC_653_0	7	0.8454	0.99999991	0.8454
vOTU_4778	524_0	Clustered	2	VC_524_0	2	0.1446	0.94768242	0.1371
vOTU_4779	68_0	Clustered	13	VC_68_0	13	0.4292	1	0.4292
vOTU_4783	15_0	Clustered	23	VC_15_0	23	0.644	1	0.644
vOTU_4784	351_0	Clustered	11	VC_351_0	11	0.6335	1	0.6335
vOTU_4786	462_0	Clustered	4	VC_462_0	4	0.5529	0.99995901	0.5528
vOTU_4788	319_0	Clustered	7	VC_319_0	7	0.4165	1	0.4165
vOTU_4790	43_0	Clustered	17	VC_43_0	17	0.3694	1	0.3694
vOTU_4791	863_0	Clustered	3	VC_863_0	3	0.6091	0.92554266	0.5638
vOTU_4792	646_0	Clustered	3	VC_646_0	3	0.5442	0.98269472	0.5348
vOTU_4793	35_0	Clustered	14	VC_35_0	14	0.2033	1	0.2033
vOTU_4794	451_0	Clustered	2	VC_451_0	2	0.1178	0.9503657	0.112
vOTU_4795	903_0	Clustered	3	VC_903_0	3	1	1	1
vOTU_4797	805_0	Clustered	4	VC_805_0	4	0.7927	0.98480859	0.7807
vOTU_4798	154_0	Clustered	2	VC_154_0	2	0.0536	0.95564881	0.0512
vOTU_4800	89_0	Clustered	4	VC_89_0	4	0.1801	0.99961115	0.1801
vOTU_4802	307_0	Clustered	3	VC_307_0	3	0.2018	0.99418461	0.2006
vOTU_4803	649_0	Clustered	4	VC_649_0	4	0.6689	0.99973421	0.6687
vOTU_4804	43_0	Clustered	17	VC_43_0	17	0.3694	1	0.3694
vOTU_4805	179_0	Clustered	21	VC_179_0	21	0.6587	1	0.6587
vOTU_4807	2_0	Clustered	127	VC_2_0	127	0.6701	1	0.6701
vOTU_4809	8_0	Clustered	65	VC_8_0	65	0.6799	1	0.6799
vOTU_4810	219_0	Clustered	5	VC_219_0	5	0.8004	0.99990866	0.8003
vOTU_4811	170_0	Clustered	18	VC_170_0	18	0.6149	1	0.6149
vOTU_4812	427_0	Clustered	3	VC_427_0	3	0.0606	0.63354675	0.0384
vOTU_4813	346_0	Clustered	5	VC_346_0	5	0.3799	0.9999999	0.3799
vOTU_4815	32_0	Clustered	27	VC_32_0	27	0.5834	1	0.5834
vOTU_4816	93_0	Clustered	9	VC_93_0	9	0.3121	1	0.3121
vOTU_4817	2_0	Clustered	127	VC_2_0	127	0.6701	1	0.6701
vOTU_4819	517_0	Clustered	4	VC_517_0	4	0.4307	0.99944084	0.4305
vOTU_4822	103_0	Clustered	3	VC_103_0	3	0.0853	0.99733008	0.0851
vOTU_4823	62_0	Clustered	33	VC_62_0	33	0.5882	1	0.5882
vOTU_4826	22_3	Clustered	16	VC_22_3	16	0.1596	1	0.1596
vOTU_4828	625_0	Clustered	4	VC_625_0	4	0.4701	0.99931154	0.4697
vOTU_4830	340_0	Clustered	15	VC_340_0	15	0.7368	1	0.7368
vOTU_4831	32_0	Clustered	27	VC_32_0	27	0.5834	1	0.5834
vOTU_4832	53_0	Clustered	14	VC_53_0	14	0.4984	1	0.4984
vOTU_4835	15_0	Clustered	23	VC_15_0	23	0.644	1	0.644
vOTU_4836	617_0	Clustered	3	VC_617_0	3	0.4268	0.99537898	0.4248
vOTU_4837	101_0	Clustered	26	VC_101_0	26	0.5877	1	0.5877
vOTU_4839	390_0	Clustered	2	VC_390_0	2	0.1665	0.94197741	0.1568
vOTU_4840	47_0	Clustered	38	VC_47_0	38	0.7625	1	0.7625
vOTU_4841	852_0	Clustered	3	VC_852_0	3	0.9973	0.81445332	0.8123
vOTU_4842	353_0	Clustered	6	VC_353_0	6	0.3575	0.99749235	0.3566
vOTU_4843	146_0	Clustered	5	VC_146_0	5	0.1844	0.99999992	0.1844
vOTU_4844	532_0	Clustered	10	VC_532_0	10	0.7588	1	0.7588
vOTU_4845	186_0	Clustered	20	VC_186_0	20	0.8084	1	0.8084
vOTU_4849	83_1	Clustered	19	VC_83_1	19	0.5291	1	0.5291
vOTU_4851	119_0	Clustered	2	VC_119_0	2	0.1066	0.95574491	0.1019
vOTU_4853	824_0	Clustered	4	VC_824_0	4	0.8662	0.8783275	0.7608
vOTU_4854	599_0	Clustered	3	VC_599_0	3	0.6236	0.99542416	0.6207
vOTU_4855	80_5	Clustered	12	VC_80_5	12	0.2365	1	0.2365
vOTU_4856	712_0	Clustered	2	VC_712_0	2	0.1615	0.9262493	0.1496
vOTU_4857	14_0	Clustered	63	VC_14_0	63	0.5575	1	0.5575
vOTU_4858	93_0	Clustered	9	VC_93_0	9	0.3121	1	0.3121
vOTU_4860	536_0	Clustered	3	VC_536_0	3	0.3473	0.95551349	0.3318
vOTU_4861	461_0	Clustered	11	VC_461_0	11	0.7231	1	0.7231
vOTU_4863	88_0	Clustered	8	VC_88_0	8	0.3668	1	0.3668
vOTU_4865	217_0	Clustered	3	VC_217_0	3	0.0885	0.99837568	0.0884
vOTU_4866	179_0	Clustered	21	VC_179_0	21	0.6587	1	0.6587
vOTU_4867	239_0	Clustered	19	VC_239_0	19	0.5399	1	0.5399
vOTU_4868	239_0	Clustered	19	VC_239_0	19	0.5399	1	0.5399
vOTU_4869	309_0	Clustered	4	VC_309_0	4	0.1148	0.98958387	0.1136
vOTU_4870	14_0	Clustered	63	VC_14_0	63	0.5575	1	0.5575
vOTU_4871	186_0	Clustered	20	VC_186_0	20	0.8084	1	0.8084
vOTU_4872	729_0	Clustered	4	VC_729_0	4	0.8835	0.99963316	0.8831
vOTU_4874	24_0	Clustered	42	VC_24_0	42	0.6259	1	0.6259
vOTU_4877	588_0	Clustered	2	VC_588_0	2	0.0375	0.62371186	0.0234
vOTU_4878	19_0	Clustered	43	VC_19_0	43	0.601	1	0.601
vOTU_4881	14_0	Clustered	63	VC_14_0	63	0.5575	1	0.5575
vOTU_4882	388_4	Clustered	2	VC_388_4	2	0.0747	0.95156715	0.0711
vOTU_4883	340_0	Clustered	15	VC_340_0	15	0.7368	1	0.7368
vOTU_4885	8_0	Clustered	65	VC_8_0	65	0.6799	1	0.6799
vOTU_4887	678_0	Clustered	2	VC_678_0	2	0.3862	0.89435023	0.3454
vOTU_4889	19_0	Clustered	43	VC_19_0	43	0.601	1	0.601
vOTU_4890	14_0	Clustered	63	VC_14_0	63	0.5575	1	0.5575
vOTU_4891	346_0	Clustered	5	VC_346_0	5	0.3799	0.9999999	0.3799
vOTU_4892	83_1	Clustered	19	VC_83_1	19	0.5291	1	0.5291
vOTU_4894	903_0	Clustered	3	VC_903_0	3	1	1	1
vOTU_4895	234_0	Clustered	15	VC_234_0	15	0.6965	1	0.6965
vOTU_4897	361_2	Clustered	4	VC_361_2	4	0.2403	0.999971	0.2403
vOTU_4898	15_0	Clustered	23	VC_15_0	23	0.644	1	0.644
vOTU_4903	66_0	Clustered	22	VC_66_0	22	0.4255	1	0.4255
vOTU_4905	277_0	Clustered	5	VC_277_0	5	0.2385	0.99988334	0.2384
vOTU_4907	515_0	Clustered	3	VC_515_0	3	0.3244	0.996255	0.3232
vOTU_4908	632_0	Clustered	2	VC_632_0	2	0.0687	0.74240942	0.051
vOTU_4909	47_0	Clustered	38	VC_47_0	38	0.7625	1	0.7625
vOTU_4912	568_0	Clustered	5	VC_568_0	5	0.3702	0.97535624	0.3611
vOTU_4914	725_0	Clustered	4	VC_725_0	4	0.871	0.99724532	0.8686
vOTU_4915	461_0	Clustered	11	VC_461_0	11	0.7231	1	0.7231
vOTU_4917	599_0	Clustered	3	VC_599_0	3	0.6236	0.99542416	0.6207
vOTU_4918	728_0	Clustered	2	VC_728_0	2	0.1726	0.92921057	0.1604
vOTU_4921	973_0	Clustered	2	VC_973_0	2	1	1	1
vOTU_4923	386_0	Clustered	10	VC_386_0	10	0.4493	0.99999994	0.4493
vOTU_4925	245_0	Clustered	25	VC_245_0	25	0.791	1	0.791
vOTU_4926	32_0	Clustered	27	VC_32_0	27	0.5834	1	0.5834
vOTU_4927	221_0	Clustered	29	VC_221_0	29	0.5716	1	0.5716
vOTU_4929	346_0	Clustered	5	VC_346_0	5	0.3799	0.9999999	0.3799
vOTU_4931	366_0	Clustered	10	VC_366_0	10	0.5726	1	0.5726
vOTU_4932	43_0	Clustered	17	VC_43_0	17	0.3694	1	0.3694
vOTU_4933	307_0	Clustered	3	VC_307_0	3	0.2018	0.99418461	0.2006
vOTU_4935	778_0	Clustered	5	VC_778_0	5	0.9864	0.97954815	0.9662
vOTU_4937	599_0	Clustered	3	VC_599_0	3	0.6236	0.99542416	0.6207
vOTU_4938	62_0	Clustered	33	VC_62_0	33	0.5882	1	0.5882
vOTU_4940	239_0	Clustered	19	VC_239_0	19	0.5399	1	0.5399
vOTU_4941	239_0	Clustered	19	VC_239_0	19	0.5399	1	0.5399
vOTU_4942	749_0	Clustered	4	VC_749_0	4	0.7918	0.99910508	0.7911
vOTU_4943	866_0	Clustered	4	VC_866_0	4	1	1	1
vOTU_4944	29_0	Clustered	3	VC_29_0	3	0.0678	0.98336593	0.0667
vOTU_4945	204_0	Clustered	16	VC_204_0	16	0.607	1	0.607
vOTU_4946	240_0	Clustered	18	VC_240_0	18	0.4959	1	0.4959
vOTU_4947	782_0	Clustered	2	VC_782_0	2	0.1629	0.80863346	0.1317
vOTU_4948	16_0	Clustered	14	VC_16_0	14	0.5047	1	0.5047
vOTU_4949	574_0	Clustered	3	VC_574_0	3	0.1876	0.96959495	0.1819
vOTU_4951	19_0	Clustered	43	VC_19_0	43	0.601	1	0.601
vOTU_4953	288_0	Clustered	9	VC_288_0	9	0.1881	0.99994895	0.1881
vOTU_4954	223_0	Clustered	16	VC_223_0	16	0.6268	1	0.6268
vOTU_4955	568_0	Clustered	5	VC_568_0	5	0.3702	0.97535624	0.3611
vOTU_4957	221_0	Clustered	29	VC_221_0	29	0.5716	1	0.5716
vOTU_4958	653_0	Clustered	7	VC_653_0	7	0.8454	0.99999991	0.8454
vOTU_4959	106_0	Clustered	3	VC_106_0	3	0.1855	0.99849931	0.1852
vOTU_4961	434_0	Clustered	2	VC_434_0	2	0.3865	0.89435023	0.3457
vOTU_4962	8_0	Clustered	65	VC_8_0	65	0.6799	1	0.6799
vOTU_4965	784_0	Clustered	5	VC_784_0	5	0.7412	0.75627335	0.5605
vOTU_4968	340_0	Clustered	15	VC_340_0	15	0.7368	1	0.7368
vOTU_4969	475_0	Clustered	2	VC_475_0	2	0.0126	0.77148837	0.0097
vOTU_4970	19_0	Clustered	43	VC_19_0	43	0.601	1	0.601
vOTU_4971	800_0	Clustered	2	VC_800_0	2	0.5676	0.89435023	0.5076
vOTU_4972	319_0	Clustered	7	VC_319_0	7	0.4165	1	0.4165
vOTU_4974	83_1	Clustered	19	VC_83_1	19	0.5291	1	0.5291
vOTU_4975	499_0	Clustered	4	VC_499_0	4	0.4877	0.99888039	0.4871
vOTU_4976	430_0	Clustered	3	VC_430_0	3	0.2452	0.98943249	0.2426
vOTU_4980	216_0	Clustered	9	VC_216_0	9	0.5761	1	0.5761
vOTU_4983	355_0	Clustered	5	VC_355_0	5	0.2311	0.99833077	0.2307
vOTU_4984	441_0	Clustered	3	VC_441_0	3	0.1753	0.99502774	0.1744
vOTU_4985	468_0	Clustered	11	VC_468_0	11	0.666	0.9991334	0.6654
vOTU_4986	386_0	Clustered	10	VC_386_0	10	0.4493	0.99999994	0.4493
vOTU_4989	395_0	Clustered	17	VC_395_0	17	0.7498	1	0.7498
vOTU_4990	42_2	Clustered	2	VC_42_2	2	0.0315	0.95694938	0.0302
vOTU_4991	632_0	Clustered	2	VC_632_0	2	0.0687	0.74240942	0.051
vOTU_4995	14_0	Clustered	63	VC_14_0	63	0.5575	1	0.5575
vOTU_4996	182_1	Clustered	8	VC_182_1	8	0.2916	0.99977705	0.2915
vOTU_4997	216_0	Clustered	9	VC_216_0	9	0.5761	1	0.5761
vOTU_4998	367_1	Clustered	13	VC_367_1	13	0.5374	1	0.5374
vOTU_4999	178_0	Clustered	2	VC_178_0	2	0.1065	0.72985431	0.0777
vOTU_5000	905_0	Clustered	2	VC_905_0	2	0.9723	0.72985431	0.7097
vOTU_5001	331_0	Clustered	4	VC_331_0	4	0.4746	0.99985081	0.4746
vOTU_5002	221_0	Clustered	29	VC_221_0	29	0.5716	1	0.5716
vOTU_5003	24_0	Clustered	42	VC_24_0	42	0.6259	1	0.6259
vOTU_5004	23_1	Clustered	35	VC_23_1	35	0.4685	1	0.4685
vOTU_5005	19_0	Clustered	43	VC_19_0	43	0.601	1	0.601
vOTU_5006	562_0	Clustered	4	VC_562_0	4	0.7887	0.99289298	0.7831
vOTU_5008	297_0	Clustered	4	VC_297_0	4	0.1818	0.99992888	0.1818
vOTU_5009	283_0	Clustered	3	VC_283_0	3	0.335	0.997442	0.3342
vOTU_5014	2_0	Clustered	127	VC_2_0	127	0.6701	1	0.6701
vOTU_5015	279_0	Clustered/Singleton	1	VC_279_0	1	0	1	0
vOTU_5018	240_0	Clustered	18	VC_240_0	18	0.4959	1	0.4959
vOTU_5019	475_0	Clustered	2	VC_475_0	2	0.0126	0.77148837	0.0097
vOTU_5020	395_0	Clustered	17	VC_395_0	17	0.7498	1	0.7498
vOTU_5024	839_0	Clustered	3	VC_839_0	3	0.973	0.92554266	0.9006
vOTU_5025	14_0	Clustered	63	VC_14_0	63	0.5575	1	0.5575
vOTU_5027	73_0	Clustered	5	VC_73_0	5	0.6001	0.99999991	0.6001
vOTU_5031	19_0	Clustered	43	VC_19_0	43	0.601	1	0.601
vOTU_5033	62_0	Clustered	33	VC_62_0	33	0.5882	1	0.5882
vOTU_5036	245_0	Clustered	25	VC_245_0	25	0.791	1	0.791
vOTU_5037	115_6	Clustered/Singleton	1	VC_115_6	1	0	1	0
vOTU_5038	485_0	Clustered	3	VC_485_0	3	0.2372	0.99422828	0.2358
vOTU_5039	307_1	Clustered	2	VC_307_1	2	0.2188	0.95171788	0.2083
vOTU_5040	456_0	Clustered	3	VC_456_0	3	0.1387	0.9908136	0.1375
vOTU_5041	105_14	Clustered/Singleton	1	VC_105_14	1	0	1	0
vOTU_5043	2_0	Clustered	127	VC_2_0	127	0.6701	1	0.6701
vOTU_5044	472_0	Clustered	3	VC_472_0	3	0.2577	0.99793253	0.2571
vOTU_5045	450_0	Clustered	5	VC_450_0	5	0.0816	0.67576646	0.0551
vOTU_5046	395_0	Clustered	17	VC_395_0	17	0.7498	1	0.7498
vOTU_5047	68_0	Clustered	13	VC_68_0	13	0.4292	1	0.4292
vOTU_5048	178_0	Clustered	2	VC_178_0	2	0.1065	0.72985431	0.0777
vOTU_5049	499_0	Clustered	4	VC_499_0	4	0.4877	0.99888039	0.4871
vOTU_5051	14_0	Clustered	63	VC_14_0	63	0.5575	1	0.5575
vOTU_5052	805_0	Clustered	4	VC_805_0	4	0.7927	0.98480859	0.7807
vOTU_5054	402_0	Clustered	2	VC_402_0	2	0.0737	0.93681496	0.069
vOTU_5055	83_1	Clustered	19	VC_83_1	19	0.5291	1	0.5291
vOTU_5057	380_0	Clustered	3	VC_380_0	3	0.1016	0.97366911	0.099
vOTU_5058	24_0	Clustered	42	VC_24_0	42	0.6259	1	0.6259
vOTU_5059	43_0	Clustered	17	VC_43_0	17	0.3694	1	0.3694
vOTU_5061	347_0	Clustered	11	VC_347_0	11	0.2309	0.72333795	0.1671
vOTU_5065	565_0	Clustered	3	VC_565_0	3	0.6224	0.99645906	0.6202
vOTU_5066	858_0	Clustered	3	VC_858_0	3	0.8457	0.9595722	0.8115
vOTU_5068	2_0	Clustered	127	VC_2_0	127	0.6701	1	0.6701
vOTU_5069	295_0	Clustered	4	VC_295_0	4	0.3958	0.99998069	0.3958
vOTU_5070	140_4	Clustered/Singleton	1	VC_140_4	1	0	1	0
vOTU_5071	309_0	Clustered	4	VC_309_0	4	0.1148	0.98958387	0.1136
vOTU_5072	740_0	Clustered	3	VC_740_0	3	0.7033	0.9944138	0.6994
vOTU_5074	631_0	Clustered	5	VC_631_0	5	0.7846	0.99999114	0.7845
vOTU_5076	283_0	Clustered	3	VC_283_0	3	0.335	0.997442	0.3342
vOTU_5079	566_0	Clustered	5	VC_566_0	5	0.2764	0.94037439	0.2599
vOTU_5081	16_0	Clustered	14	VC_16_0	14	0.5047	1	0.5047
vOTU_5085	575_0	Clustered	6	VC_575_0	6	0.6713	0.99998156	0.6712
vOTU_5086	529_0	Clustered	5	VC_529_0	5	0.6094	0.99988057	0.6094
vOTU_5087	82_0	Clustered	11	VC_82_0	11	0.4997	1	0.4997
vOTU_5088	2_0	Clustered	127	VC_2_0	127	0.6701	1	0.6701
vOTU_5090	374_0	Clustered	4	VC_374_0	4	0.7061	0.99958238	0.7058
vOTU_5091	24_0	Clustered	42	VC_24_0	42	0.6259	1	0.6259
vOTU_5092	364_0	Clustered	2	VC_364_0	2	0.0216	0.65744088	0.0142
vOTU_5096	100_0	Clustered	9	VC_100_0	9	0.3804	0.99978816	0.3804
vOTU_5097	395_0	Clustered	17	VC_395_0	17	0.7498	1	0.7498
vOTU_5098	489_0	Clustered	2	VC_489_0	2	0.1304	0.92576325	0.1207
vOTU_5101	170_0	Clustered	18	VC_170_0	18	0.6149	1	0.6149
vOTU_5104	966_0	Clustered	2	VC_966_0	2	1	1	1
vOTU_5105	14_0	Clustered	63	VC_14_0	63	0.5575	1	0.5575
vOTU_5106	148_0	Clustered	10	VC_148_0	10	0.4036	1	0.4036
vOTU_5109	480_0	Clustered	3	VC_480_0	3	0.5138	0.99756058	0.5126
vOTU_5112	724_0	Clustered	4	VC_724_0	4	0.7951	0.99910508	0.7943
vOTU_5115	572_0	Clustered	8	VC_572_0	8	0.7823	0.99999856	0.7823
vOTU_5119	223_0	Clustered	16	VC_223_0	16	0.6268	1	0.6268
vOTU_5120	46_0	Clustered	31	VC_46_0	31	0.63	1	0.63
vOTU_5121	179_0	Clustered	21	VC_179_0	21	0.6587	1	0.6587
vOTU_5122	618_0	Clustered	4	VC_618_0	4	0.8967	0.98623405	0.8844
vOTU_5123	42_5	Clustered	33	VC_42_5	33	0.339	1	0.339
vOTU_5124	337_0	Clustered	12	VC_337_0	12	0.5342	1	0.5342
vOTU_5129	276_0	Clustered	3	VC_276_0	3	0.0629	0.72926389	0.0459
vOTU_5130	133_0	Clustered	12	VC_133_0	12	0.4409	1	0.4409
vOTU_5131	115_3	Clustered/Singleton	1	VC_115_3	1	0	1	0
vOTU_5132	245_0	Clustered	25	VC_245_0	25	0.791	1	0.791
vOTU_5133	83_1	Clustered	19	VC_83_1	19	0.5291	1	0.5291
vOTU_5135	491_0	Clustered	4	VC_491_0	4	0.4553	0.99668838	0.4538
vOTU_5136	351_0	Clustered	11	VC_351_0	11	0.6335	1	0.6335
vOTU_5137	898_0	Clustered/Singleton	1	VC_898_0	1	0	1	0
vOTU_5138	32_0	Clustered	27	VC_32_0	27	0.5834	1	0.5834
vOTU_5140	32_0	Clustered	27	VC_32_0	27	0.5834	1	0.5834
vOTU_5142	98_0	Clustered	8	VC_98_0	8	0.19	1	0.19
vOTU_5143	2_0	Clustered	127	VC_2_0	127	0.6701	1	0.6701
vOTU_5145	203_0	Clustered	4	VC_203_0	4	0.214	0.99994859	0.214
vOTU_5147	22_3	Clustered	16	VC_22_3	16	0.1596	1	0.1596
vOTU_5149	216_0	Clustered	9	VC_216_0	9	0.5761	1	0.5761
vOTU_5150	479_0	Clustered	2	VC_479_0	2	0.0819	0.94821906	0.0777
vOTU_5152	723_0	Clustered	3	VC_723_0	3	0.4619	0.95931944	0.4431
vOTU_5154	899_0	Clustered	3	VC_899_0	3	1	1	1
vOTU_5156	63_0	Clustered	14	VC_63_0	14	0.2228	1	0.2228
vOTU_5157	885_0	Clustered	2	VC_885_0	2	0.2843	0.5	0.1421
